class	subscriber	messagebody	timestamp	type
0	1	yep i think that is it	4/6/11 13:32	Incoming
0	1	it shows me the paper sizes that it will export but i can not change any of them it just gives me a error when i try	4/6/11 13:33	Incoming
0	1	u just blow it up in adobe	4/6/11 13:36	Outgoing
0	1	resolution is actually fine	4/6/11 13:36	Outgoing
0	1	no custom sizes no	4/6/11 13:41	Outgoing
0	1	cuz it sucks	4/6/11 13:42	Outgoing
0	1	but u can tell it to fit in that size in page setup	4/6/11 13:42	Outgoing
0	1	i got that	4/6/11 13:43	Incoming
0	1	move the chart up towards the top edge	4/6/11 13:43	Outgoing
0	1	then all the runoff will be on the bottom	4/6/11 13:43	Outgoing
0	1	yup	4/6/11 13:45	Outgoing
0	1	ok	4/6/11 13:45	Incoming
0	1	thank u	4/6/11 13:45	Incoming
0	1	no	4/6/11 13:45	Outgoing
0	1	np	4/6/11 13:45	Outgoing
0	1	good	4/6/11 13:46	Outgoing
0	1	i probably need to stop txting now and pay attention	4/6/11 13:46	Outgoing
0	1	ok take it easy	4/6/11 13:47	Incoming
0	1	go to tools then spelling and grammar check	4/7/11 13:37	Outgoing
0	1	it first must be enabled in settings	4/7/11 13:38	Outgoing
0	1	go to word options under home button in word	4/7/11 13:39	Outgoing
0	1	click on proofing tab	4/7/11 13:39	Outgoing
0	1	select boxes for show readability statistics	4/7/11 13:39	Outgoing
0	1	under fletsch something or other	4/7/11 13:41	Outgoing
0	1	if not let me remote in	4/7/11 13:41	Outgoing
0	1	sweet got it thank you	4/7/11 13:41	Incoming
0	1	lol nice	4/7/11 13:44	Incoming
0	1	ghting in equations tables and graphs	4/7/11 13:46	Incoming
0	1	nice	4/7/11 13:48	Incoming
0	3	cigar event at the lounge tonight	4/8/11 16:06	Incoming
0	4	no prob	4/9/11 20:09	Incoming
0	4	sounds good to me	4/14/11 10:39	Outgoing
0	4	kewl	4/14/11 10:43	Outgoing
0	4	kewl	4/14/11 15:07	Outgoing
0	2	no took day off	4/14/11 15:26	Outgoing
0	2	yeah	4/14/11 15:27	Outgoing
0	4	maybe not	4/14/11 17:11	Outgoing
0	4	but i will definitely meet u tonight at three bros	4/14/11 17:11	Outgoing
0	4	oh yeah	4/14/11 17:15	Outgoing
0	3	k see u in a few	4/14/11 21:10	Outgoing
1	3	umm pcp	4/15/11 14:20	Outgoing
0	3	muahaha	4/15/11 19:14	Outgoing
0	3	no prob lol	4/16/11 8:20	Outgoing
0	3	see u soon	4/16/11 8:20	Outgoing
0	2	k	4/16/11 11:39	Outgoing
0	8	want to wood today	4/16/11 14:11	Incoming
0	8	hey sorry took nap	4/16/11 16:53	Outgoing
0	8	long nap	4/16/11 16:53	Outgoing
0	8	lol	4/16/11 16:53	Outgoing
0	8	i could	4/16/11 16:57	Outgoing
0	8	lemme see what us goin on	4/16/11 16:58	Outgoing
0	8	ok let me know so i can call mike	4/16/11 17:00	Incoming
0	8	can we do it tomorrow	4/16/11 17:00	Outgoing
0	8	am	4/16/11 17:02	Incoming
0	8	tomorrow	4/16/11 17:02	Incoming
0	8	ok kewl	4/16/11 17:03	Outgoing
0	8	i am free all day tomorrow	4/16/11 17:03	Outgoing
0	8	my bad	4/16/11 17:04	Outgoing
0	3	yeah at friends house	4/16/11 19:15	Outgoing
0	3	borders has nothing left lol	4/16/11 20:29	Incoming
0	3	goin fast lol	4/16/11 20:29	Outgoing
0	5	yes but not sure what is going on today	4/17/11 10:41	Outgoing
0	5	that might just mean ur mail got hacked	4/17/11 10:44	Outgoing
0	5	change password asap	4/17/11 10:44	Outgoing
0	5	use strong password	4/17/11 10:45	Outgoing
0	6	you and amber wnt to go to bdubs in chicago tnght	4/17/11 16:31	Incoming
0	6	not sure yet	4/17/11 16:52	Outgoing
0	6	k	4/17/11 16:52	Incoming
0	6	k	4/17/11 16:55	Incoming
0	6	nce	4/17/11 17:29	Incoming
0	8	where	4/20/11 11:24	Incoming
0	8	here	4/20/11 11:27	Incoming
0	8	now or whenever works for u	4/20/11 11:29	Outgoing
0	8	ok see in a few	4/20/11 11:30	Outgoing
0	8	k	4/20/11 11:32	Incoming
0	8	hw many people are u bringng	4/21/11 20:07	Incoming
0	8	just me	4/21/11 20:40	Outgoing
0	6	yes and i know where it is	4/22/11 11:55	Outgoing
0	1	hey sir we are at old chicago if u want to come out	4/22/11 15:54	Incoming
0	1	kewl	4/22/11 15:54	Outgoing
0	1	happy easter sir	4/24/11 13:38	Incoming
0	2	happy easter	4/24/11 13:38	Outgoing
0	3	happy easter	4/24/11 13:40	Outgoing
0	4	happy easter	4/24/11 13:40	Outgoing
0	5	happy easter	4/24/11 13:40	Outgoing
0	3	same to you	4/24/11 13:41	Incoming
0	6	happy easter	4/24/11 13:41	Outgoing
0	7	happy easter	4/24/11 13:42	Outgoing
0	8	happy easter	4/24/11 13:42	Outgoing
0	9	happy easter	4/24/11 13:44	Outgoing
0	10	happy easter	4/24/11 13:44	Outgoing
0	11	happy easter	4/24/11 13:44	Outgoing
0	12	happy easter	4/24/11 13:45	Outgoing
0	13	happy easter	4/24/11 13:46	Outgoing
0	14	happy easter	4/24/11 13:46	Outgoing
0	11	kewl man	4/24/11 14:10	Outgoing
0	12	an mms came to my phone from u	4/24/11 21:47	Incoming
0	12	yes i probably said happy easter earlier	4/24/11 21:47	Outgoing
0	12	oh ok	4/24/11 21:48	Incoming
0	2	text me back when you get this	4/25/11 15:31	Incoming
0	2	k	4/25/11 15:32	Outgoing
0	7	me too	4/25/11 17:57	Outgoing
0	7	k	4/25/11 19:29	Outgoing
0	7	tell he to approve me	4/25/11 19:47	Outgoing
0	7	thx	4/25/11 19:49	Outgoing
0	7	np	4/25/11 19:49	Incoming
0	6	hey u wnt to cme up to bdubs in cedar point and wtch the bulls and hawks game wth me tnght	4/26/11 18:04	Incoming
0	6	hey sorry was busy	4/27/11 18:19	Outgoing
0	6	thats ok	4/27/11 18:20	Incoming
0	4	already made plans sorry	4/30/11 15:05	Outgoing
0	4	awww ok	4/30/11 15:06	Incoming
0	8	no but u can clean it up similar to windows	4/30/11 19:05	Outgoing
0	2	ok we will text when we leave	4/30/11 21:56	Outgoing
0	7	no prob	5/2/11 17:50	Outgoing
0	7	k	5/2/11 17:58	Outgoing
0	7	emailed ya	5/3/11 8:19	Incoming
0	7	kewl	5/3/11 8:22	Outgoing
0	4	in a few	5/4/11 20:28	Outgoing
0	4	k	5/4/11 20:29	Incoming
0	4	crap i forgot to call u	5/5/11 12:09	Outgoing
0	4	just now remembered	5/5/11 12:09	Outgoing
0	4	sorry about that	5/5/11 12:09	Outgoing
0	4	maybe tonight give me a call	5/5/11 12:12	Incoming
0	4	you still looking for a house	5/5/11 12:12	Incoming
0	4	k	5/5/11 12:25	Outgoing
0	7	i might need to renig	5/5/11 21:01	Outgoing
0	7	trying to text him to find a time to meet up with him	5/5/11 21:04	Outgoing
0	7	he said he will be at his bar sat night for sure	5/5/11 21:06	Incoming
0	7	ok kewl	5/5/11 21:09	Outgoing
0	7	ok i will come then	5/5/11 21:14	Outgoing
0	7	ok amber and i are on our way	5/5/11 21:30	Outgoing
0	7	nice we re just leavin lol	5/5/11 21:32	Incoming
0	3	lcome to join us	5/6/11 13:34	Incoming
0	3	sounds good	5/6/11 13:58	Outgoing
0	3	almost there	5/6/11 17:32	Outgoing
0	3	coo	5/6/11 17:33	Incoming
0	7	ok thats cool	5/7/11 15:33	Incoming
0	6	see what u where up to	5/7/11 20:04	Incoming
0	6	gonna be doing homework at a bar with a classmate	5/7/11 20:10	Outgoing
0	6	would be boring for u lol	5/7/11 20:10	Outgoing
0	6	k	5/7/11 20:23	Incoming
0	6	k	5/7/11 20:24	Incoming
0	9	oh ok	5/9/11 10:33	Outgoing
0	10	is what i thought u gave me	5/9/11 12:09	Outgoing
0	10	i deleted this one	5/9/11 12:09	Outgoing
0	10	lol just did	5/9/11 12:13	Outgoing
0	12	your icon suck	5/10/11 11:08	Incoming
0	3	homework lol	5/12/11 19:36	Outgoing
0	3	the lounge event tonight	5/13/11 15:28	Incoming
0	3	cool will try to make it	5/13/11 15:33	Outgoing
0	3	i like by u the best	5/14/11 18:18	Outgoing
0	3	amber is out of town	5/14/11 18:22	Outgoing
0	3	sure	5/14/11 18:26	Incoming
0	3	k cu in a few	5/14/11 18:26	Outgoing
0	3	passing columbia	5/14/11 18:59	Outgoing
0	3	tomorrow lol	5/15/11 11:52	Outgoing
0	13	i come out there once in a while due to gas prices and didnt come early hope i did not a fend you if you dont want me at your home i wont come again love dad	5/16/11 9:30	Incoming
0	1	lol k no prob	5/16/11 21:00	Outgoing
0	1	thank you though	5/16/11 21:00	Incoming
0	14	so apparently u know jane doe too lol	5/18/11 9:10	Outgoing
0	14	small world	5/18/11 9:10	Outgoing
0	14	yeah we do	5/18/11 9:14	Outgoing
0	14	amber finally graduated so at least one of us is no longer quite as busy lol	5/18/11 9:15	Outgoing
0	1	yeah	5/19/11 22:04	Incoming
0	1	we are gng up to hooters	5/19/11 23:08	Incoming
0	1	k	5/19/11 23:09	Outgoing
0	1	u cmmng up	5/19/11 23:33	Incoming
0	1	yeah	5/19/11 23:37	Outgoing
0	1	k	5/19/11 23:42	Incoming
0	1	foggy	5/19/11 23:48	Outgoing
0	3	kewl	5/20/11 12:45	Outgoing
0	9	lol	5/20/11 20:51	Outgoing
0	9	he can come too if u guys get bored	5/20/11 20:52	Outgoing
0	4	bonfire still going on	5/20/11 22:16	Incoming
0	4	yup	5/20/11 22:34	Outgoing
0	4	k not sure if we will still be goin strong then lol	5/20/11 23:34	Outgoing
0	4	me steve and jim r still kicking	5/21/11 0:17	Outgoing
0	4	lol no prob	5/21/11 1:00	Outgoing
0	3	u gng tnght	5/21/11 13:58	Incoming
0	3	not sure yet	5/21/11 14:43	Outgoing
0	3	k	5/21/11 14:44	Incoming
0	3	yeah we have to go to a going away party for a little while then will call u when we leave	5/21/11 18:31	Outgoing
0	7	lol no prob	5/21/11 18:49	Outgoing
0	4	come on out	5/21/11 21:40	Outgoing
0	4	yes	5/21/11 21:40	Outgoing
0	4	going strong	5/21/11 23:06	Outgoing
0	3	sounds good	5/22/11 10:59	Incoming
0	1	can u help me recall everything that i help you with so i can make this list for mel	5/24/11 13:47	Incoming
0	1	i will be back in office in a little bit	5/24/11 14:08	Outgoing
0	1	ok	5/24/11 14:09	Incoming
0	1	waiting at light	5/24/11 20:34	Outgoing
0	15	yeeeha love new orleans love amy	5/25/11 21:07	Incoming
0	4	later this evening could work	5/26/11 13:13	Outgoing
0	3	no prob	5/26/11 19:44	Outgoing
0	3	count me in for food today	5/27/11 8:06	Outgoing
0	3	i am coming in	5/27/11 8:06	Outgoing
0	3	k	5/27/11 8:08	Incoming
0	4	relaxing at home	5/27/11 17:57	Outgoing
0	4	plans may change on our trip in june	5/27/11 17:58	Outgoing
0	4	that would be two full weekends	5/27/11 18:00	Outgoing
0	4	no not tonight	5/27/11 18:01	Outgoing
0	4	depending on when we decide to head back	5/27/11 18:04	Outgoing
0	4	k	5/27/11 18:21	Outgoing
0	4	well we were pretty much going to take u to ur house there cuz we want some alone time on our vacation lol	5/27/11 18:24	Outgoing
0	4	lol gotcha	5/27/11 18:36	Outgoing
0	16	will do	5/29/11 15:09	Outgoing
0	16	sounds good	5/31/11 10:23	Outgoing
0	9	lol k	6/1/11 11:56	Outgoing
0	9	cool no prob	6/1/11 22:06	Outgoing
0	9	thats good too	6/1/11 22:38	Outgoing
0	3	the lounge event tonight	6/3/11 15:20	Incoming
0	4	at a restaurant now lol	6/6/11 18:46	Outgoing
0	4	tried calling u the other day	6/6/11 18:46	Outgoing
0	4	i need to know ur plans	6/6/11 18:46	Outgoing
0	4	we r leaving friday morning	6/6/11 18:46	Outgoing
0	4	ok no prob	6/6/11 18:50	Outgoing
0	4	ahhhh shoot wrong person lol	6/6/11 19:01	Incoming
0	4	lol figured	6/6/11 19:06	Outgoing
0	8	at home waiting for the ac guys	6/8/11 11:17	Incoming
0	8	gotcha	6/8/11 11:17	Outgoing
0	4	yeah	6/8/11 17:18	Outgoing
0	4	kewl	6/8/11 17:22	Outgoing
0	6	u want to go out later on at bdubs tnght	6/9/11 11:08	Incoming
0	6	k hw about tmrrw nght	6/9/11 11:15	Incoming
0	4	u called me a minute ago but no one talked	6/9/11 11:15	Outgoing
0	4	lol	6/9/11 11:15	Outgoing
0	4	no i am out of town for awhile starting tomorrow	6/9/11 11:15	Outgoing
0	4	and it is actually pretty cheap	6/9/11 23:22	Incoming
0	17	k	6/10/11 14:57	Outgoing
0	6	out of town	6/10/11 20:24	Outgoing
0	4	lol	6/11/11 18:42	Incoming
0	8	ic i will hit up jim smith	6/13/11 9:29	Outgoing
0	8	thanks	6/13/11 9:29	Incoming
0	8	they must be down	6/13/11 9:31	Outgoing
0	8	ok	6/13/11 9:32	Incoming
0	8	cool	6/13/11 14:37	Outgoing
0	3	the lounge event tonight	6/17/11 13:19	Incoming
0	3	still in dc	6/17/11 13:36	Outgoing
0	16	we have been to gettysburg but not hershey	6/17/11 15:52	Outgoing
0	16	k	6/17/11 18:38	Outgoing
0	16	leaving now	6/18/11 11:45	Outgoing
0	16	k just got here	6/18/11 12:18	Outgoing
0	4	mine	6/19/11 13:14	Outgoing
0	4	in about an hour lol	6/19/11 19:30	Outgoing
0	4	in chicago area	6/19/11 20:02	Outgoing
0	4	k	6/19/11 20:03	Outgoing
0	4	we r home now	6/19/11 20:42	Outgoing
0	4	lol ok	6/20/11 18:09	Incoming
0	4	ok	6/23/11 16:28	Incoming
0	4	maybe depends on if amber wants to	6/24/11 10:06	Outgoing
0	4	most likely	6/24/11 10:07	Outgoing
0	4	k	6/24/11 10:16	Outgoing
0	4	lol ok	6/24/11 12:11	Incoming
0	3	thx	6/24/11 16:44	Outgoing
0	3	he is not there yet either lol	6/24/11 16:44	Outgoing
0	3	just got ur message sorry	6/25/11 0:04	Outgoing
0	8	hey bonfire	6/26/11 20:54	Outgoing
0	8	late notice i forgot a few ppl	6/26/11 20:55	Outgoing
0	4	of course	7/1/11 9:58	Outgoing
0	4	yeah it is an open invite on fb	7/1/11 10:54	Outgoing
0	4	moms	7/1/11 10:58	Outgoing
0	4	word	7/1/11 11:06	Incoming
0	4	taking day off	7/1/11 11:30	Outgoing
0	4	k	7/1/11 12:08	Outgoing
0	6	hey just lettng u knw that i am hme safe	7/3/11 3:12	Incoming
0	6	kewl glad to hear	7/3/11 3:12	Outgoing
0	6	yeah thanks for inviting me over had fun talk at u later	7/3/11 3:14	Incoming
0	19	sure	7/3/11 13:12	Incoming
0	19	ok probably shoot to be here soon	7/3/11 13:27	Outgoing
0	20	lol yup	7/4/11 21:18	Outgoing
0	20	we r done	7/4/11 21:19	Outgoing
0	20	i believe it	7/4/11 21:27	Incoming
0	20	oh ok lol	7/4/11 21:45	Outgoing
0	8	lol	7/5/11 14:29	Outgoing
0	8	lol	7/5/11 14:44	Outgoing
0	4	k kewl	7/6/11 8:05	Outgoing
0	4	no and no lol	7/6/11 10:25	Outgoing
0	4	k	7/7/11 16:32	Outgoing
0	4	lol thx	7/8/11 8:45	Outgoing
0	4	hang on	7/8/11 13:26	Outgoing
0	4	thanks	7/8/11 14:02	Incoming
0	4	mp	7/8/11 14:02	Outgoing
0	6	i am out of town this weekend actually lol	7/8/11 20:38	Outgoing
0	6	at a camp near elgin	7/8/11 20:39	Outgoing
0	6	u can hit amber up tho and see if she is doing a bonfire or anything	7/8/11 20:39	Outgoing
0	8	what u up to tnght	7/9/11 12:32	Incoming
0	8	out of town	7/9/11 12:54	Outgoing
0	8	k	7/9/11 12:55	Incoming
0	36	ok thanks	7/11/11 9:38	Incoming
0	8	hey are u gng to jims for kareeoke party	7/11/11 9:57	Incoming
0	8	i think so yeah	7/11/11 9:58	Outgoing
0	8	k when is it	7/11/11 9:58	Incoming
0	8	k does jim knw when it is	7/11/11 10:01	Incoming
0	8	i am at work	7/11/11 10:04	Outgoing
0	8	will call u in a few	7/11/11 10:04	Outgoing
0	8	k	7/11/11 10:04	Incoming
0	8	it is not till next weekend	7/11/11 10:10	Outgoing
0	8	k so the twnty third	7/11/11 10:11	Incoming
0	8	yeah	7/11/11 10:25	Outgoing
0	8	do i need to brng anythng food or drnks	7/11/11 10:27	Incoming
0	8	dunno	7/11/11 10:27	Outgoing
0	8	k let me knw when u fnd out	7/11/11 10:28	Incoming
0	1	i invited u before i invited amber lol	7/13/11 19:34	Outgoing
0	1	kewl	7/13/11 19:51	Outgoing
0	38	ok	7/14/11 16:57	Incoming
0	1	that should work	7/14/11 22:26	Outgoing
0	38	ok see you soon	7/15/11 15:32	Incoming
0	6	u want to have a fire tnght	7/16/11 10:31	Incoming
0	6	no going to a party	7/16/11 11:43	Outgoing
0	6	k	7/16/11 11:44	Incoming
0	8	nice	7/16/11 17:31	Incoming
0	8	looks like the hooks works	7/16/11 18:23	Incoming
0	40	i have nothing else to feed the kids	7/16/11 18:42	Incoming
0	8	yes indeed	7/16/11 19:50	Outgoing
0	4	yeah fo sure	7/18/11 21:32	Outgoing
0	4	nope	7/18/11 21:47	Outgoing
0	4	but i know where chicago is lol	7/18/11 21:47	Outgoing
0	4	oh ok lol	7/18/11 21:59	Outgoing
0	4	k kewl	7/19/11 17:57	Outgoing
0	40	please	7/21/11 17:55	Outgoing
0	21	not sure right now	7/22/11 15:27	Outgoing
0	21	depends when i am done here	7/22/11 15:30	Outgoing
0	21	could end up working all night	7/22/11 15:30	Outgoing
0	21	hey did u find out about tmrrw	7/22/11 16:52	Incoming
0	21	will call in a few	7/22/11 17:10	Outgoing
0	21	k	7/22/11 17:11	Incoming
0	21	sorry to bother you did u find out whats gng on tmrrw	7/22/11 19:47	Incoming
0	21	probably about to head that way	7/22/11 20:16	Outgoing
0	21	not gonna make it	7/22/11 21:23	Outgoing
0	21	u will still have a good time lol	7/22/11 21:25	Outgoing
0	4	are they still havng the party	7/23/11 14:48	Incoming
0	4	i think so bow is weather	7/23/11 14:56	Outgoing
0	13	still in bed	7/23/11 14:57	Outgoing
0	13	ok let me knw if thngs change	7/23/11 14:58	Incoming
0	13	napping	7/23/11 14:59	Outgoing
0	2	fresh chilly on stove	7/23/11 15:26	Incoming
0	13	call me dad	7/24/11 12:38	Incoming
0	2	later	7/24/11 13:00	Outgoing
0	13	yes	7/24/11 13:02	Incoming
0	13	at symphony orchestra at central park by house if you have time let me no on computor	7/24/11 18:29	Incoming
0	13	ok sorry busy	7/24/11 18:29	Outgoing
0	13	cool man	7/24/11 18:30	Incoming
0	13	mike came over and we were learning social media stuff	7/24/11 18:31	Outgoing
0	8	hey what was the name of the lady that sang that song thats supposed to be very funny jim was tellng me about it	7/25/11 12:42	Incoming
0	8	bonnie raitt total eclipse of the heart parody	7/25/11 12:44	Outgoing
0	8	k thanks	7/25/11 12:45	Incoming
0	8	works now	7/25/11 16:38	Outgoing
0	8	it worked lol	7/25/11 16:39	Outgoing
0	13	i have copys of phone on computor need y fixed	7/25/11 20:08	Incoming
0	13	call me	7/26/11 14:09	Incoming
0	8	thank you i was shocked to see timmy he got bean bag game from down stairs n	7/26/11 20:36	Incoming
0	13	thank you for your help im very gratful one day at a time	7/27/11 10:27	Incoming
0	13	no prob	7/27/11 10:35	Outgoing
0	3	sure	7/29/11 17:24	Outgoing
0	3	at the lounge	7/29/11 18:40	Outgoing
0	22	closed ur garage	7/29/11 23:36	Outgoing
0	22	thanks brother	7/30/11 9:56	Incoming
0	22	no prob	7/30/11 10:00	Outgoing
0	4	u may want to bring swim trunks	7/30/11 14:35	Outgoing
0	4	sure thing	7/30/11 14:37	Incoming
0	36	i got wrist bands for lulu and cupcake	7/30/11 17:04	Incoming
0	8	no hanging out	8/2/11 8:30	Outgoing
0	8	ah ok	8/2/11 8:56	Incoming
0	6	hey was wonderng if jim is havng a kareoke party saturday	8/2/11 13:45	Incoming
0	6	dunno	8/2/11 13:45	Outgoing
0	6	ok can u please find out for me	8/2/11 13:46	Incoming
0	6	k	8/2/11 14:00	Outgoing
0	6	thanks i apprcate it	8/2/11 14:01	Incoming
0	6	nope	8/2/11 14:03	Outgoing
0	6	when is he havng anther one	8/2/11 14:05	Incoming
0	6	ok thanks u want to go out tnght fr sme drnks	8/2/11 14:06	Incoming
0	6	what do u gt tnght	8/2/11 14:08	Incoming
0	6	local bar	8/2/11 14:09	Outgoing
0	6	oh k	8/2/11 14:10	Incoming
0	6	where is it at	8/2/11 14:14	Incoming
0	8	k	8/5/11 8:49	Outgoing
0	40	fine	8/6/11 8:31	Incoming
0	36	on our way to the fair	8/6/11 12:30	Outgoing
0	8	what tme is jim planng on havng us over	8/6/11 12:59	Incoming
0	8	and i may not be going anyways	8/6/11 13:10	Outgoing
0	8	ok mght nt ether	8/6/11 13:58	Incoming
0	40	we are at the mouse game	8/6/11 14:01	Outgoing
0	8	k kewl	8/6/11 15:05	Outgoing
0	8	well i will let u know when i am done and just see what ur up to	8/6/11 15:06	Outgoing
0	8	ok	8/6/11 15:09	Incoming
0	8	ok	8/6/11 15:15	Incoming
0	8	ok	8/6/11 15:40	Incoming
0	8	mmm	8/6/11 18:11	Outgoing
0	8	nice lol	8/6/11 18:21	Outgoing
0	8	i eat pizza now	8/8/11 12:02	Outgoing
0	13	i love you dad smile	8/8/11 21:09	Incoming
0	13	i love you more and longer	8/8/11 21:14	Incoming
0	13	me love you long time	8/8/11 21:19	Outgoing
0	13	prove it when you taking me out for dinner	8/8/11 21:22	Incoming
0	13	how about we cook dinner instead	8/8/11 21:26	Outgoing
0	13	and you eat it with chopsticks	8/8/11 21:26	Outgoing
0	8	on my way	8/8/11 21:28	Incoming
0	13	joke	8/8/11 21:28	Incoming
0	5	k thnx	8/9/11 9:00	Incoming
0	13	if you want a little boy you were a bountet to bed if she wants girl she werarse bountet night night your educateed	8/9/11 21:42	Incoming
0	8	rebout computor cant get in old program	8/10/11 15:58	Incoming
0	13	say a prayer for a mircle tonight and sarales cakesme to work i am geeting good at this art work	8/10/11 16:42	Incoming
0	13	k	8/10/11 16:43	Outgoing
0	3	the lounge cigar event tonight	8/12/11 15:05	Incoming
0	3	shooting to be there	8/12/11 15:06	Outgoing
0	3	we got ur shorts tho	8/12/11 19:39	Outgoing
0	3	gotta link up this weekend	8/12/11 19:39	Outgoing
0	3	sounds good	8/12/11 21:13	Incoming
0	1	yeah	8/13/11 11:39	Outgoing
0	1	otherwise a bonfire	8/13/11 11:39	Outgoing
0	1	sounds good	8/13/11 11:43	Incoming
0	1	hungry for zucchini stew	8/13/11 17:41	Outgoing
0	1	nope	8/13/11 17:43	Outgoing
0	1	i was thinken of picken up some panera	8/13/11 17:47	Incoming
0	1	k	8/13/11 17:47	Outgoing
0	1	absolutely	8/13/11 18:07	Outgoing
0	1	ur more than welcome to have dinner with us	8/13/11 18:07	Outgoing
0	1	k kewl	8/13/11 18:37	Outgoing
0	13	roses are red violets stink your dad is beautiful to yotu smile see me before i become angle flying over yoto dad	8/13/11 18:47	Incoming
0	8	leaving now	8/15/11 12:06	Incoming
0	8	ok heading over there	8/15/11 12:07	Outgoing
0	8	we are here	8/15/11 12:13	Outgoing
0	8	call me when you have time	8/15/11 14:35	Incoming
0	8	k	8/15/11 14:36	Outgoing
0	8	what time you get off	8/15/11 18:32	Incoming
0	8	late	8/15/11 18:38	Outgoing
0	48	k	8/16/11 11:57	Incoming
0	48	me too running late	8/16/11 11:57	Outgoing
0	13	hope your a live see i care i might be dead some one else could be texing four my courpse	8/20/11 13:18	Incoming
0	13	creepy	8/20/11 13:24	Outgoing
0	13	i no that what make me unique	8/20/11 13:25	Incoming
0	3	exactly	8/20/11 15:53	Outgoing
0	8	k	8/20/11 16:28	Outgoing
0	8	k	8/20/11 16:30	Outgoing
0	8	see what time we get out of church	8/20/11 16:30	Outgoing
0	8	ok	8/20/11 16:31	Incoming
0	40	no pic came through	8/20/11 18:21	Incoming
0	8	on my way	8/20/11 20:57	Incoming
